"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"PureTrack-IR: Blockchain-Enabled Infrared Imaging Agent AI-UAV System for Military Tracking","S. B. Noor; A. Md Tayeb; M. Golam; S. K. Ghosh; M. Sannan Khaliq; J. -M. Lee; D. -S. Kim","Department of IT Convergence Engineering, Networked Systems Laboratory, Kumoh National Institute of Technology, Gumi, South Korea; Department of IT Convergence Engineering, Networked Systems Laboratory, Kumoh National Institute of Technology, Gumi, South Korea; Department of IT Convergence Engineering, Networked Systems Laboratory, Kumoh National Institute of Technology, Gumi, South Korea; Department of IT Convergence Engineering, Networked Systems Laboratory, Kumoh National Institute of Technology, Gumi, South Korea; Department of IT Convergence Engineering, Networked Systems Laboratory, Kumoh National Institute of Technology, Gumi, South Korea; Department of IT Convergence Engineering, Networked Systems Laboratory, Kumoh National Institute of Technology, Gumi, South Korea; Department of IT Convergence Engineering, Networked Systems Laboratory, Kumoh National Institute of Technology, Gumi, South Korea",2025 16th International Conference on Information and Communication Technology Convergence (ICTC),"19 Feb 2026","2025","","","2104","2109","Recent military UAV surveillance systems struggle in low visibility and challenging operational environments because they rely on visible light sensors, centralized data storage, and human-in-the-loop decision making. This paper introduces PureTrack-IR, a decentralized framework that integrates infrared (IR) imaging, edge optimized object detection, autonomous artificial intelligence (AI) control, and Pure Chain-enabled data management system. Thermal cameras first capture IR images, which are then denoised, aligned, and resized before being processed by an 8-bit–quantized YOLOv11x model on NVIDIA Jetson hardware. This model accurately detects hostile military personnel in darkness, smoke, and adverse weather. The detection outputs are georeferenced and passed to an Agent AI module that uses reinforcement learning for real time threat detection, prioritization, and mission adaptation, thereby reducing operator workload and response time. At the same time, every image, detection, and AI decision is immutably recorded on Pure Chain, a lightweight blockchain employing Smart Auto Mining Plus(SAM+) and a Proof of Authority and Association (PoA2) consensus mechanism to secure peer-to-peer transactions in under three seconds. Performance evaluation confirms robust detection, low latency decision making, and tamper-proof data integrity. PureTrack-IR enhances situational awareness, operational security, and tactical effectiveness through state-of-the-art detection with 99.4% accuracy, providing a robust and autonomous solution for UAV-based hostile military tracking.","2162-1241","979-8-3315-5678-5","10.1109/ICTC66702.2025.11388419","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11388419","UAVs;Agent AI;Pure Chain;Access Control;Medical Supply","Weather;Adaptation models;Surveillance;Decision making;Reinforcement learning;Threat assessment;Sensor systems;Real-time systems;Time factors;Artificial intelligence","","","","14","IEEE","19 Feb 2026","14-17 Oct. 2025","14-17 Oct. 2025","IEEE","IEEE Conferences"
"Design of network security early-warning system based on network defense in depth model","Liu Shengjian; Yang Haiyan; Wang Fengni","Department of Teaching and Research, PLA Border Defence Academy, Xi'an, Shaanxi, China; Department of Teaching and Research, PLA Border Defence Academy, Xi'an, Shaanxi, China; Department of Teaching and Research, PLA Border Defence Academy, Xi'an, Shaanxi, China","Proceedings of 2013 2nd International Conference on Measurement, Information and Control","6 Mar 2014","2013","01","","355","359","With the development of networks countermeasure technology, network security early-warning has become a key technology of constructing networks defense in depth architectures. Focusing on network real environment, upgrading comprehensive capacity of the network security defense, a complete set of network security early-warning control mechanism are first discussed; then, based on network defense in depth model, the design ideas, reaching goals, design principle and implementation technology of network security early-warning system are presented; and finally, from the dynamic monitoring, intrusion detection, real-time early-warning and process status tracking, the system function design and the procedure design of main function module are also given. This design model is valuable for guiding the developing practice of network security early-warning system.","","978-1-4799-1392-3","10.1109/MIC.2013.6757982","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6757982","Network defense in depth;Network security early-warning;Network security early-warning system;Security early-Warning server","Monitoring;Software;Ports (Computers)","","1","1","9","IEEE","6 Mar 2014","16-18 Aug. 2013","16-18 Aug. 2013","IEEE","IEEE Conferences"
"Using Fusion of Digital Elevation Models for Artillery Crest Clearance Determination: A Study from the Czech Republic","A. Svobodová; F. Dohnal; O. Pekař; M. Blaha","Department of Military Geography and Meteorology, Faculty of Military Technology, University of Defence in Brno, Brno, Czechia; Department of Military Geography and Meteorology, Faculty of Military Technology, University of Defence in Brno, Brno, Czechia; Department of Fire Support, Faculty of Military Leadership, University of Defence in Brno, Brno, Czechia; Department of Fire Support, Faculty of Military Leadership, University of Defence in Brno, Brno, Czechia",2025 International Conference on Military Technologies (ICMT),"8 Jul 2025","2025","","","1","8","This study explores the integration of unmanned aerial vehicles (UAVs) equipped with LiDAR technology and Geographic Information Systems (GIS) in artillery reconnaissance, focusing on determining crest clearance for artillery firing positions. A terrain experiment was conducted to demonstrate the potential of UAV-based LiDAR scanning in generating accurate and up-to-date Digital Elevation Models (DEMs). Digital Surface Models (DSMs) are fused to improve the precision of terrain analysis, particularly in determining overhead clearance for artillery operations. The study highlights the advantages of real-time data collection and model fusion in enhancing artillery survey efficiency and decision-making. It also discusses challenges posed by complex surface features, such as dense vegetation, which can lead to discrepancies in elevation data. The findings emphasize the importance of utilizing high-resolution, current DEMs for tactical artillery operations while acknowledging the need for field verification to ensure optimal accuracy in crest clearance assessments.","2996-4474","979-8-3315-2338-1","10.1109/ICMT65201.2025.11060899","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11060899","artillery;crest clearance;DEM;GIS;LiDAR;polar graph;skyline","Surveys;Point cloud compression;Laser radar;Accuracy;Firing;Vegetation mapping;Reconnaissance;Real-time systems;Digital elevation models;Geographic information systems","","","","32","IEEE","8 Jul 2025","27-30 May 2025","27-30 May 2025","IEEE","IEEE Conferences"
"A performance study of the concurrency control algorithms for real-time avionics databases","Ching-Shan Peng; Kwei-Jay Lin","Department of Electrical and Computer Engineering, University of California, Irvine, CA, USA; Department of Electrical and Computer Engineering, University of California, Irvine, CA, USA",16th DASC. AIAA/IEEE Digital Avionics Systems Conference. Reflections to the Future. Proceedings,"6 Aug 2002","1997","1","","1.2","23","Providing timely situation awareness to the human operator is a critical function of software-intensive combat systems such as avionics systems. The real-time database management system (RTDB) is a key enabling technology to make the required information available for effective decision making in mission-critical situations. The database that represents a rapidly evolving tactical environment must provide for considering the age of data and the predictability of data access, as well as traditional data integrity constraints. In this paper, we discuss applying a novel concurrency control protocol that addresses the real-time issues of data timeliness and predictable performance within the framework of a real-time database management system. The performance of the concurrency control approach is studied by simulations.","","0-7803-4150-3","10.1109/DASC.1997.635014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=635014","","Concurrency control;Aerospace electronics;Protocols;Real time systems;Database systems;Delay;Transaction databases;Airborne radar;Humans;Decision making","","1","","11","IEEE","6 Aug 2002","30-30 Oct. 1997","30-30 Oct. 1997","IEEE","IEEE Conferences"
"Automated air defense system using knowledge-based system","C. E. Lin; K. L. Chen","Institute of Aeronautics and Astronautics, Cheng Kung University, Tainan County, Taiwan; Institute of Aeronautics and Astronautics, Cheng Kung University, Tainan County, Taiwan",IEEE Transactions on Aerospace and Electronic Systems,"6 Aug 2002","1991","27","1","118","124","The proposed KAAD (knowledge-based automated air defense) system demonstrates a man-machine environment for airspace defense systems. When the unknown aircraft is hostile, a threat rating and response methods are generated by the system. It serves as a double-check decision-making system for a war control center. In addition to this application, the KAAD system can also be a useful tool as a training program for the war controller. The capabilities of the system are limited due to the shortage of knowledge resources. It requires communications among war controllers and air fighter pilots to organize a practical knowledge base. It is shown that the KAAD system can be combined with an automated ATC (air traffic control) system to become a practical system for air defense applications.<>","1557-9603","","10.1109/7.68154","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=68154","","Knowledge based systems;Automatic control;Control systems;Aerospace electronics;Aerospace control;Missiles;Military computing;Air traffic control;Military aircraft;Radar","","4","","7","IEEE","6 Aug 2002","Jan. 1991","","IEEE","IEEE Journals"
"A multi-agent architecture for situation awareness","T. Nguyen","Air Operations Division Aeronautical and Maritime Research Laboratory, Defence Science and Technology Organisation, Salisbury, Australia",Proceedings of 1st International Conference on Conventional and Knowledge Based Intelligent Electronic Systems. KES '97,"6 Aug 2002","1997","2","","502","507 vol.2","The paper describes an architecture of a system for assisting an aircraft crew in enhancing its situation awareness by creating a complete surveillance picture of the environment in real time. The architecture is based on the framework of the multi agent technology where tasks are solved cooperatively among heterogeneous intelligent agents; each performs one defined function. This architecture offers a number of advantages such as synergy, scalability, reusability, reliability.","","0-7803-3755-7","10.1109/KES.1997.619429","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=619429","","Intelligent agent;Military aircraft;Computer architecture;Australia;Expert systems;Military computing;Laboratories;Multiagent systems;Surveillance;Real time systems","","1","3","12","IEEE","6 Aug 2002","21-23 May 1997","21-23 May 1997","IEEE","IEEE Conferences"
"An Analysis of Situational Intelligence for First Responders in Military","R. Vallikannu; V. Kanpur Rani; B. Kavitha; P. Sankar","Department of Electronics and Communication Engineering, Hindustan Institute of Technology and Science, Chennai, India; Department of Electronics and Communication Engineering, Hindustan Institute of Technology and Science, Chennai, India; Department of Electronics and Communication Engineering, Hindustan Institute of Technology and Science, Chennai, India; Department of Electronics and Communication Engineering, Hindustan Institute of Technology and Science, Chennai, India",2023 International Conference on Artificial Intelligence and Applications (ICAIA) Alliance Technology Conference (ATCON-1),"6 Jul 2023","2023","","","1","4","Situational awareness is the sense and knowledge of one’s immediate surroundings. In safety-critical sectors, maintaining situational awareness is essential for performance and error prevention. Situational awareness (SAW) is crucial for the success of activities in many different domains, such as surveillance, humanitarian aid, and search and rescue efforts. SAW is however susceptible to enemy attacks. By giving users enhanced coverage, it increases survivability and mission capability. Recently, Smart gadgets used data to address crisis scenarios and provide real-time tracking to protect law enforcement personnel out in the field. Despite these developments, it might be challenging for first responders to get a precise feel of their surroundings due to an abundance of field data. Security teams need to be able to quickly transform this data into actionable intelligence using a few instruments at their disposal, including body cameras, fingerprint scanners, and facial recognition software. Officers can cut through the noise to acquire actual real-time situational awareness by integrating heterogeneous information into a cohesive platform. Therefore, the proposed work examines potential mitigation measures while considering hostile threats and assaults against SAW systems. Additionally, information and alarms can be instantly sent between operators and field officers using vital interface features. The optimization of the AutoML system is proposed for fusion of sensor data. AutoML classification with Bayesian and ASHA (Asynchronous successive halving algorithm) is used for situational forecasting and decision-making awareness, IoT is used to monitor data gathered from Kaggle and sensor readings, while thingspeak cloud is used to monitor sensor output.","","978-1-6654-5627-2","10.1109/ICAIA57370.2023.10169306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10169306","Sensors;Thing speak;IoT;Cloud monitoring;situation awareness;Real-time tracking;AutoML","Surveillance;Decision making;Transforms;Sensor fusion;Real-time systems;Software;Classification algorithms","","1","","23","IEEE","6 Jul 2023","21-22 April 2023","21-22 April 2023","IEEE","IEEE Conferences"
"Gaining an Edge in Cyberspace with Advanced Situational Awareness","V. Lenders; A. Tanner; A. Blarer",Armasuisse; Armasuisse; Armasuisse,IEEE Security & Privacy,"14 Apr 2015","2015","13","2","65","74","Organizations that rely on cyberspace as a mission-critical asset require advanced situational awareness to maintain a tactical advantage over emerging threats. A new cyber-situational awareness framework relies on the OODA (observe, orient, decide, act) cycle to provide near real-time cognitive mapping for corporate environments.","1558-4046","","10.1109/MSP.2015.30","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7085641","cyber-situational awareness;decision support;risk;and uncertainty management;security","Cyberspace;Asset management;Business;Crisis management;Data models;Software engineering;Semantics","","33","","13","IEEE","14 Apr 2015","Mar.-Apr. 2015","","IEEE","IEEE Magazines"
"A Command-by-Intent Architecture for Battlefield Information Acquisition Systems","J. Lee; Y. Hao; T. Abdelzaher; K. Marcus; R. Hobbs","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL; Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL; Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL; Computer and Information Science Directorate, US Army Research Labs, Adelphi, MD; Computer and Information Science Directorate, US Army Research Labs, Adelphi, MD",2018 21st International Conference on Information Fusion (FUSION),"6 Sep 2018","2018","","","2298","2305","In military operations, Commander's Intent describes the desired end state and purpose of the operation, expressed in a concise and clear manner. Command by intent is a paradigm that empowers subordinate units to exercise measured initiative to meet mission goals and accept prudent risk within commander's intent. It improves agility of military operations by allowing exploitation of local opportunities without an explicit directive from the commander to do so. This paper discusses what the paradigm entails in terms of architectural decisions for data fusion systems tasked with real-time information collection to satisfy operational mission goals. In our system, information needs of decisions are expressed at a high level, and shared among relevant nodes. The selected nodes, then, jointly operate to meet mission information needs by forwarding and caching relevant data without explicit directives regarding the objects to fetch and sources to contact. A preliminary evaluation of the system is presented using a target tracking application, set in the context of a NATO-based mission scenario, called Anglova. Evaluation results show that delegating some decision authority to the data fusion system (in terms of objects to fetch and sources to contact) allows it to save more network resources, while also increasing mission success rate. The system is therefore particularly well-suited to operation in partially denied or contested environments, where resource bottlenecks caused by adversarial activity impair one's ability to collect real-time information for mission-critical decision making.","","978-0-9964527-6-2","10.23919/ICIF.2018.8455376","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8455376","IoBT;Command-by-intent;Decision-centric","Decision trees;Data integration;Sensor systems;Prefetching;Bandwidth;Sensor fusion","","2","","14","","6 Sep 2018","10-13 July 2018","10-13 July 2018","IEEE","IEEE Conferences"
"Achieving a decision paradigm for distributed warfare resource management","B. W. Young; J. M. Green","Department of Systems Engineering, Naval Postgraduate School, Monterey, CA; Department of Systems Engineering, Naval Postgraduate School, Monterey, CA",2015 Annual IEEE Systems Conference (SysCon) Proceedings,"4 Jun 2015","2015","","","269","276","The ability to optimally manage distributed warfare assets for collaborative operation significantly increases our military advantage. The primary results include enhanced situational awareness and improvements in fire control, engagement support, operational planning, combat reaction times, threat prioritization, and the list continues. Bettering the use of sensors and weapons in concert with one another- effectively creating a system of distributed systems-provides major payoffs. The effectiveness of managing distributed resources depends on the ability to make complex decisions. The complexity is due in part to the circuitous nature of fusing data from multiple sensor sources to provide a representation of the operational environment from which to redirect sensors for further information optimization and from which to base military operations. The ""goodness"" of such complex decisions depends on the ""goodness"" of the information available and the understanding of the situation from a ""big picture"" perspective. This paper explores distributed resource management from a decision-based perspective. With an objective of enabling a collaborative system of systems (SoS), a systems approach is proposed to implement a decision paradigm that extends from system conception to operations.","","978-1-4799-5927-3","10.1109/SYSCON.2015.7116763","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7116763","Distributed warfare resources;collaborative systems-of-systems;decision paradigm;resource management;operational effectiveness;measures of effectiveness;decision confidence","Green products;Fires;Complexity theory;Apertures;Imaging;Engines","","3","","12","IEEE","4 Jun 2015","13-16 April 2015","13-16 April 2015","IEEE","IEEE Conferences"
"FogSurv: A Fog-Assisted Architecture for Urban Surveillance Using Artificial Intelligence and Data Fusion","A. Munir; J. Kwon; J. H. Lee; J. Kong; E. Blasch; A. J. Aved; K. Muhammad","Department of Computer Science, Kansas State University, Manhattan, KS, USA; Samsung Electronics Co., Ltd., Suwon, South Korea; School of Electronic and Electrical Engineering, Kyungpook National University, Daegu, South Korea; School of Electronic and Electrical Engineering, Kyungpook National University, Daegu, South Korea; AFRL Air Force Office of Scientific Research (AFOSR), Arlington, VA, USA; United States Air Force Research Laboratory (AFRL), Information Directorate, Rome, NY, USA; Visual Analytics for Knowledge Laboratory (VIS2KNOW Lab), School of Convergence, College of Computing and Informatics, Sungkyunkwan University,, Seoul, Republic of Korea",IEEE Access,"13 Aug 2021","2021","9","","111938","111959","Urban surveillance, of which airborne urban surveillance is a vital constituent, provides situational awareness (SA) and timely response to emergencies. The significance and scope of urban surveillance has increased manyfold in recent years due to the proliferation of unmanned aerial vehicles (UAVs), Internet of things (IoTs), and multitude of sensors. In this article, we propose FogSurv—a fog-assisted surveillance architecture and framework leveraging artificial intelligence (AI) and information/data fusion for enabling real-time SA and monitoring. We also propose an AI- and data-driven information fusion model for FogSurv to help provide (near) real-time SA, threat assessment, and automated decision-making. We further present a latency model for AI and information fusion processing in FogSurv. We then discuss several use cases of FogSurv that can have a huge impact on multifarious fronts of national significance ranging from safeguarding national security to monitoring of critical infrastructures. We conduct an extensive set of experiments to demonstrate that FogSurv using AI and data fusion help provide near real-time inferences and SA. Experimental results demonstrate that FogSurv provides a latency improvement of 37% on average over cloud architectures for the selected benchmarks. Results further indicate that combining AI with data fusion as in FogSurv can provide a speedup of up to  $9.8\times $  over AI without data fusion while also maintaining or improving the inference accuracy. Additionally, results show that AI combined with fusion of different image modalities obtained through UAVs in FogSurv results in improved average precision of target detection for surveillance as compared to AI without data fusion for different target scales and environment complexity.","2169-3536","","10.1109/ACCESS.2021.3102598","Air Force Research Laboratory (AFRL) Information Directorate (RI) through the Air Force Office of Scientific Research (AFOSR) Summer Faculty Fellowship Program®(grant numbers:FA8750-15-3-6003,FA9550-15-0001,FA9550-20-F-0005); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9507513","Urban surveillance;situational awareness;fog computing;unmanned aerial vehicles;information fusion;artificial intelligence;deep neural networks","Surveillance;Artificial intelligence;Computer architecture;Cloud computing;Data integration;Real-time systems;Peer-to-peer computing","","56","","49","CCBYNCND","5 Aug 2021","2021","","IEEE","IEEE Journals"
"UAV Swarm Confrontation Decision Optimization Based on MADDPG","Y. Liu; D. Li; Z. Meng","Academy of Military Science, National Innovation Institute of Defense Technology, Beijing, China; Academy of Military Science, National Innovation Institute of Defense Technology, Beijing, China; Academy of Military Science, National Innovation Institute of Defense Technology, Beijing, China",2025 Joint International Conference on Automation-Intelligence-Safety (ICAIS) & International Symposium on Autonomous Systems (ISAS),"3 Jul 2025","2025","","","1","8","This paper proposes an optimal decision making method based on the Multi-Agent Deep Deterministic Policy Gradient (MADDPG) algorithm to solve the problem of sparse gradient and local optimal in cooperative decision making in UAV swarm confrontation task. By integrating a self-attention mechanism to improve global information capture and adopting a curriculum learning strategy to increase task difficulty, the proposed method effectively mitigates issues such as sparse gradients and local optima that frequently occur in complex adversarial scenarios. Experimental results show that, compared to conventional MADDPG, the proposed approach enhances key performance indicators such as attack success rate, thereby demonstrating its superior capability in cooperative confrontation decision-making for UAV swarms.","2996-3850","979-8-3315-4470-6","10.1109/ICAISISAS64483.2025.11051494","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11051494","UAV Swarm;Multi-Agent Reinforcement Learning;Self-Attention Mechanism;Curriculum Learning","Three-dimensional displays;Autonomous systems;Decision making;Key performance indicator;Data integration;Reinforcement learning;Autonomous aerial vehicles;Real-time systems;Optimization;Convergence","","","","23","IEEE","3 Jul 2025","23-25 May 2025","23-25 May 2025","IEEE","IEEE Conferences"
"IoT Enabled Blue Force Tracker: The Warrior System for Enhanced Situational Awareness and Improved Tactical Decision Making","P. Mane; M. Kolap; R. Bharatiya; M. Jadhav","Dept. of Information Technology, Dr JJ Magdum College of Engineering, Jaysingpur, India; Dept. of Electronics & Telecommunication Engineering, Dr JJ Magdum College of Engineering, Jaysingpur, India; Dept. of Information Technology, Dr JJ Magdum College of Engineering, Jaysingpur, India; Dept. of Electronics & Telecommunication Engineering, Dr JJ Magdum College of Engineering, Jaysingpur, India","2025 1st International Conference on Secure IoT, Assured and Trusted Computing (SATC)","4 Sep 2025","2025","","","1","6","Blue Force Tracking (BFT) systems play a pivotal role in modern defense operations by providing real time information about friendly troop locations and statuses. However, the proliferation of the Internet of Things (IoT) presents novel opportunities to enhance both the reliability and granularity of these systems. In this paper, we propose WARRIOR (Wireless Autonomous Resilient Reconnaissance and Intelligence Operational Relay), an IoT enabled BFT solution designed to improve soldier safety and situational awareness on the battlefield. WARRIOR integrates low-power sensor nodes, wearable devices, edge processing capabilities, and secure cloud infrastructure to achieve intelligent data fusion and rapid decision making. By leveraging dynamic routing, context aware protocols, and a multi-tier security framework, WARRIOR addresses critical constraints such as limited bandwidth, intermittent connectivity, and adversarial threats. Experimental results from a prototype implementation and simulations demonstrate that WARRIOR achieves near-realtime updates, improved position accuracy (within 2-3 meters), and robust resilience against node failures. Our findings suggest that the integration of IoT paradigms into BFT systems can fundamentally transform operational strategy, reduce casualties, and enhance interoperability for joint missions.","","979-8-3315-1420-4","10.1109/SATC65530.2025.11136911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11136911","IoT;Blue Force Tracking;soldier safety;situational awareness;wireless sensor networks;edge computing;security","Wireless communication;Wireless sensor networks;Trusted computing;Force;Decision making;Transforms;Routing;Safety;Internet of Things;Wearable devices","","","","14","IEEE","4 Sep 2025","25-27 Feb. 2025","25-27 Feb. 2025","IEEE","IEEE Conferences"
"The Process Study of Unit Equipment's Damage Assessment","Z. -c. Wang; X. -s. Jia","Dept. of Equip. Command & Manage., Ordnance Eng. Coll., Shijiazhuang, China; Dept. of Equip. Command & Manage., Ordnance Eng. Coll., Shijiazhuang, China",2009 International Conference on Computational Intelligence and Software Engineering,"28 Dec 2009","2009","","","1","4","In battlefield, equipment's damage is the maintenance requirement information and original source of equipment support business, and adds some other factors, such as maintenance personnel, supply personnel, parts and tools, etc to constitute the basic data of unit equipments damage assessment. In accordance with the process and level requirement of cognition Theory, an fusion model of unit equipments damage assessment is set up. In the model some single equipment part level's damage data or real condition data could fuse into single equipment's integrated damage or condition description, weapon system level as well as unit level equipments comprehensive damage judgment information, and equipment department could manage and optimize equipment support resources and activities by the output of the model.","","978-1-4244-4507-3","10.1109/CISE.2009.5364557","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364557","","Surface acoustic waves;Decision making;Personnel;Cognition;Engineering management;Educational institutions;Humans;Data engineering;Fuses;Weapons","","","","5","IEEE","28 Dec 2009","11-13 Dec. 2009","11-13 Dec. 2009","IEEE","IEEE Conferences"
"Predictive Analytics using Geolocation in Logistics: A Review","S. Sen; L. Chauhan",IIT Bombay; Qen Labs Inc.,2025 Global Conference on Information Technology and Communication Networks (GITCON),"12 Feb 2026","2025","","","1","6","Geolocation-based predictive analytics is revolutionizing logistics by merging real-time spatial intelligence with advanced forecasting models to enable smarter, faster, and more adaptive decision-making. This review synthesizes key technologies—such as GPS, RFID, UAVs, and IoT—that underpin this transformation, and explores how they integrate with machine learning, edge computing, blockchain, and big data platforms. We examine predictive modeling techniques applied to demand forecasting, dynamic routing, fleet maintenance, and anomaly detection. Sector-specific applications in commercial freight, cold chain logistics, and military supply chains are highlighted to demonstrate practical value. Emerging paradigms, including digital twins, federated learning, and explainable AI, are discussed as critical enablers for secure, scalable, and privacy-aware logistics infrastructures. The paper concludes by identifying persistent challenges such as data quality, system interoperability, and model interpretability—offering a roadmap for future research and implementation. This comprehensive review underscores the need for integrated, resilient, and data-driven logistics systems capable of operating at scale in dynamic environments.","","979-8-3315-3348-9","10.1109/GITCON65266.2025.11376703","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11376703","Predictive analytics;geolocation;logistics;machine learning;edge computing;digital twins;IoT","Reviews;Geology;Computational modeling;Predictive models;Real-time systems;Data models;Digital twins;Predictive analytics;Edge computing;Radiofrequency identification","","","","25","IEEE","12 Feb 2026","29-31 Aug. 2025","29-31 Aug. 2025","IEEE","IEEE Conferences"
"CRISIS: Integrating AIS and Ocean Data Streams Using Semantic Web Standards for Event Detection","A. Soares; R. Dividino; F. Abreu; M. Brousseau; A. W. Isenor; S. Webb; S. Matwin","Institute for Big Data Analytics, Halifax, Nova Scotia; Institute for Big Data Analytics, Halifax, Nova Scotia; Institute for Big Data Analytics, Halifax, Nova Scotia; Institute for Big Data Analytics, Halifax, Nova Scotia; Defence Research and Development Canada (DRDC), Halifax, Nova Scotia; Defence Research and Development Canada (DRDC), Halifax, Nova Scotia; Institute for Big Data Analytics, Halifax, Nova Scotia",2019 International Conference on Military Communications and Information Systems (ICMCIS),"19 Sep 2019","2019","","","1","7","Information deluge is still an issue in the maritime environment, creating situations where data are sometimes underutilized or in more extreme cases, not utilized, in the decision-making process. In part, this is due to the high volume of incoming data that are available to the operational community. However, better exploitation of these data streams can be accomplished through techniques that focus on the semantics of the incoming stream, to discover information-based alerts that generate knowledge that is only obtainable when considering the totality of the streams. In this paper, we present an agile data architecture for real-time data representation, integration, and querying situations over heterogeneous data streams using Semantic Web Technologies, with the goal of improved knowledge interoperability. We apply the framework to the maritime ship traffic domain to discover real-time traffic alerts by querying and reasoning across multiple streams.","","978-1-5386-9383-4","10.1109/ICMCIS.2019.8842749","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8842749","","Marine vehicles;Semantics;Real-time systems;Ontologies;Standards;Resource description framework","","22","","26","Crown","19 Sep 2019","14-15 May 2019","14-15 May 2019","IEEE","IEEE Conferences"
"SEDA: A Self-Explaining Decision Architecture Implemented Using Deep Learning for On-Board Command and Control","A. Stringer; B. Sun; Z. Hoyt; L. Schley; D. Hougen; J. K. Antonio","76th Software Engineering Group, United States Air Force, Oklahoma City, Oklahoma, USA; 76th Software Engineering Group, United States Air Force, Oklahoma City, Oklahoma, USA; 76th Software Engineering Group, United States Air Force, Oklahoma City, Oklahoma, USA; School of Electrical and Computer Engineering, University of Oklahoma, Norman, Oklahoma, USA; School of Computer Science, University of Oklahoma, Norman, Oklahoma, USA; School of Computer Science, University of Oklahoma, Norman, Oklahoma, USA",2021 IEEE/AIAA 40th Digital Avionics Systems Conference (DASC),"15 Nov 2021","2021","","","1","10","Machine learning (ML) is a powerful tool for solving stochastic optimization problems. The aerospace and defense sectors have a number of stochastic optimization problems that would benefit from the application of ML; however, people often have difficulties interpreting solutions arrived at via ML, which undermines trust, producing an obstacle to widespread adoption in these sectors. This paper introduces the Self-Explaining Decision Architecture (SEDA) for ML-based decision-making systems capable of generating intuitive explanations for their decisions in real time. SEDA makes use of a feature extraction subsystem and a sequence interpretation subsystem to identify patterns in data followed by a decision generation subsystem that determines appropriate actions based on those patterns. Internal state information from each of these subsystems is used to generate explanations of the system’s decisions. Using this information to create explanations provides insight as to the data elements the system focused on when making decisions as well as the reasoning that was used. As a proof-of-concept, we present a first implementation of SEDA using start-of-the-art deep learning components including a combined convolutional neural network and long short-term memory network with attention mechanisms and demonstrate its use on both standard and custom datasets.","2155-7209","978-1-6654-3420-1","10.1109/DASC52595.2021.9594351","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9594351","Self-Explaining AI;Machine Learning;Deep Learning;System Architecture;Data Fusion;Automated Routing","Deep learning;Decision making;Tools;Real-time systems;Cognition;Image sequences;Convolutional neural networks","","2","","20","IEEE","15 Nov 2021","3-7 Oct. 2021","3-7 Oct. 2021","IEEE","IEEE Conferences"
"Integration of NCW Sensor Networks and the Grid","Y. Tihua; W. Baoshu","School of Computer Science and Technology, Xidian University, Xi'an, China; School of Computer Science and Technology, Xidian University, Xi'an, China","2006 International Conference on Communications, Circuits and Systems","15 Jan 2007","2006","4","","2809","2813","Sensor networks consist of large numbers of network sensors that can be dynamically deployed in the battlefield and used for situational awareness in network centric warfare (NCW). In this paper, our purpose is to dynamically integrate these sensor networks with grid service to support real-time sensing, exploitation and decision-making in a rich tactical environment. Heterogeneous sensors' capabilities are described with XML so that grid service can be dynamically discovered and used by various end-user and intermediate processing applications. In addition, we simulate our middleware model with the help of GT3.","","0-7803-9584-0","10.1109/ICCCAS.2006.285251","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4064498","","Military computing;Intelligent sensors;Joining processes;Sensor fusion;Computer science;Decision making;Sensor phenomena and characterization;XML;Computer networks;Electronic warfare","","","","10","IEEE","15 Jan 2007","25-28 June 2006","25-28 June 2006","IEEE","IEEE Conferences"
