"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Cloud Big Data Lake for Advanced Analytics in Semiconductor Manufacturing","S. Sun; J. Ye; H. Schwarthoff; J. Rosin; V. Vakkalagadda; J. Chang; S. R. Ubbara; A. Chinthakindi","Data Science, Micron Technology Inc., Manassas, VA, USA; Process Integration Micron Technology Inc., Manassas, VA, USA; Smart Mfg Tech Solutions Micron Technology Inc., Boise, ID, USA; Information Technology Micron Technology Inc., Manassas, VA, USA; Data Science, Micron Technology Inc., Manassas, VA, USA; Smart Mfg Tech Solutions Micron Technology Inc., Boise, ID, USA; Smart Mfg Tech Solutions Micron Technology Inc., Boise, ID, USA; Front-end Central Quality Micron Technology Inc., Manassas, VA, USA",2024 35th Annual SEMI Advanced Semiconductor Manufacturing Conference (ASMC),"6 Jun 2024","2024","","","1","5","Data driven business intelligence is changing how semiconductor manufacturing thrives in the long term. A cloud big data lake is designed and implemented based on state-of-the-art cloud architecture providing complete services for data ingestion, storage, processing, advanced analytics, and machine learning with a high level of security. Efficient and effective use of this big data lake and data science enables problem solving and decision making to improve productivity and performance.","2376-6697","979-8-3503-8455-0","10.1109/ASMC61125.2024.10545365","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10545365","Cloud;Data Lake;Semiconductor Manufacturing;Big Data Analytics","Cloud computing;Soft sensors;Scalability;Machine learning;Lakes;Big Data;Semiconductor device manufacture","","","","5","IEEE","6 Jun 2024","13-16 May 2024","13-16 May 2024","IEEE","IEEE Conferences"
"Implementing Big Data Lake for Heterogeneous Data Sources","H. Mehmood; E. Gilman; M. Cortes; P. Kostakos; A. Byrne; K. Valta; S. Tekes; J. Riekki","University of Oulu, Finland; University of Oulu, Finland; University of Oulu, Finland; University of Oulu, Finland; Dell EMC, Ireland; Draxis Environmental S.A, Greece; Draxis Environmental S.A, Greece; University of Oulu, Finland",2019 IEEE 35th International Conference on Data Engineering Workshops (ICDEW),"1 Jul 2019","2019","","","37","44","Modern connected cities are more and more leveraging advances in ICT to improve their services and the quality of life of their inhabitants. The data generated from different sources, such as environmental sensors, social networking platforms, traffic counters, are harnessed to achieve these end goals. However, collecting, integrating, and analyzing all the heterogeneous data sources available from the cities is a challenge. This article suggests a data lake approach built on Big Data technologies, to gather all the data together for further analysis. The platform, described here, enables data collection, storage, integration, and further analysis and visualization of the results. This solution is the first attempt to integrate a diverse set of data sources from four pilot cities as part of the CUTLER project (Coastal urban development through the lenses of resiliency). The design and implementation details, as well as usage scenarios are presented in this paper.","2473-3490","978-1-7281-0890-2","10.1109/ICDEW.2019.00-37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8750951","data lake, Big Data, Smart City, data analysis","Lakes;Smart cities;Big Data;Sensors;Economics;Monitoring","","44","","44","IEEE","1 Jul 2019","8-12 April 2019","8-12 April 2019","IEEE","IEEE Conferences"
"Managing data lakes in big data era: What's a data lake and why has it became popular in data management ecosystem","H. Fang","Data Center of Air China, Beijing, China","2015 IEEE International Conference on Cyber Technology in Automation, Control, and Intelligent Systems (CYBER)","5 Oct 2015","2015","","","820","824","The concept of a data lake is emerging as a popular way to organize and build the next generation of systems to master new big data challenges, but there are lots of concerns and questions for large enterprises to implement data lakes. The paper discusses the concept of data lakes and shares the author's thoughts and practices of data lakes.","","978-1-4799-8730-6","10.1109/CYBER.2015.7288049","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7288049","Big Data;Data Lake;Hadoop;data management ecosystem;eneterpirse architecture","Lakes;Data warehouses;Big data;Companies;Ecosystems","","146","","5","IEEE","5 Oct 2015","8-12 June 2015","8-12 June 2015","IEEE","IEEE Conferences"
"SmartLAK: A big data architecture for supporting learning analytics services","T. Rabelo; M. Lama; R. R. Amorim; J. C. Vidal","Faculdade de Ciências Aplicadas e Sociais de Petrolina (FACAPE), Brasil; Centro de Investigación en Tecnoloxías da Información (CiTIUS), Universidade de Santiago de Compostela, Santiago de Compostela, Spain; Depto de Educação, (UNEB/DEDC VII), Universidade do Estado da Bahia, Brasil; Centro de Investigación en Tecnoloxías da Información (CiTIUS), Universidade de Santiago de Compostela, Santiago de Compostela, Spain",2015 IEEE Frontiers in Education Conference (FIE),"7 Dec 2015","2015","","","1","5","In this paper, we present a big data software architecture that uses an ontology, based on the Experience API specification, to semantically represent the data streams generated by the learners when they undertake the learning activities of a course, e.g., in a course. These data are stored in a RDF database to provide a high performance access so learning analytics services can process the large amount of data generated in a virtual learning environment. These services provide valuable information to teachers and instructors such as predict the learner's performance, discover the real learning paths, extract the learner's behavior patterns and so on. The proposed architecture has been validated in the Educational Technology undergraduate course of the Degree in Pedagogy at the Faculty of Education of the University of Santiago de Compostela.","","978-1-4799-8454-1","10.1109/FIE.2015.7344147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344147","Big data architecture;Learning analytics;Experience API","Computer architecture;Ontologies;Databases;Big data;Education;Semantics;Context","","16","","17","IEEE","7 Dec 2015","21-24 Oct. 2015","21-24 Oct. 2015","IEEE","IEEE Conferences"
"A Step towards Big Data Architecture for Higher Education Analytics","S. Jha; M. Jha; L. O'Brien","Central Queensland University, Sydney, NSW, Australia; Central Queensland University, Sydney, NSW, Australia; Home Affairs, Canberra, ACT, Australia",2018 5th Asia-Pacific World Congress on Computer Science and Engineering (APWC on CSE),"3 Oct 2019","2018","","","178","183","Big Data analytics in the higher education sector is used relatively less than in other sectors but its use is growing gradually. Big Data analytics in this sector needs to be combined with business processes to improve institutional operations and support institutions in offering innovative services to students. The retention rate of students can be improved if an early alert system based on Big Data analysis is set up and intervention is appropriately deployed. In this paper we discuss the functional capabilities of Big Data analytics in Higher Education and a step towards Big Data architecture to implement data analytics to benefit the Higher Education institutions and their stakeholders. This paper reports an experimental study with 309 postgraduate students to explore how Big Data Architecture can be used for Higher Education analytics.","","978-1-7281-1390-6","10.1109/APWConCSE.2018.00036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8853675","Big Data Architecture;Big Data in Higher Education;Big Data Analytics;Student Retention;Early Intervention","Big Data;Decision making;Computer architecture;Learning management systems;Australia","","3","","34","IEEE","3 Oct 2019","10-12 Dec. 2018","10-12 Dec. 2018","IEEE","IEEE Conferences"
"Analysis of Blockchain and Interplanetary File System (IPFS) Utilization for Big Data Architecture Optimization","A. P. Ahmad; A. A. Ilham; A. W. Paundu","Department of Informatics, Hasanuddin University Makassar, Indonesia; Department of Informatics, Hasanuddin University Makassar, Indonesia; Department of Informatics, Hasanuddin University Makassar, Indonesia","2023 IEEE International Conference on Communication, Networks and Satellite (COMNETSAT)","7 Feb 2024","2023","","","652","657","Big data is the collection of very complex data sets that are very difficult to process by traditional data processing applications. This data comes from various devices or media that are connected to the internet. Today, big data processing uses Cloud and Hadoop, which are capable of processing large amounts of data. However, as centralized storage paradigms, Cloud and Hadoop are vulnerable to Single Point of Failure, low availability, system failure, or even hacker attacks. In this research, a big data architecture using Blockchain and Interplanetary File System (IPFS) is designed and a comparison is made between big data architecture using Hadoop and big data architecture using Blockchain and IPFS and testing the time and throughput required by each architecture. The final result of this research is a discussion of the comparison of data execution based on time and throughput in each architecture. The comparison result shows that the throughput and time generated by Hadoop’s big data architecture are better with a comparison ratio value for file size 500 MB of 1.7320, file size 700 MB of 1.7915, and file size 1 GB of 1.6975.","","979-8-3503-4110-2","10.1109/COMNETSAT59769.2023.10420785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10420785","Big Data;Blockchain;Interplanetary File System (IPFS);Cloud;Hadoop;Single Point of Failure;Throughput","Cloud computing;Computer architecture;Big Data;Throughput;Blockchains;InterPlanetary File System;Testing","","2","","20","IEEE","7 Feb 2024","23-25 Nov. 2023","23-25 Nov. 2023","IEEE","IEEE Conferences"
"Data Lake Management for Educational Analysis","D. Martinez-Mosquera; V. Beltrán; D. Riofrío-Luzcando; J. Carrión-Jumbo","Department of Informatics and Computer Science, Escuela Politécnica Nacional, Digital School, Universidad Internacional SEK, Quito, Ecuador; Digital School, Universidad Internacional SEK, Quito, Ecuador; Digital School, Universidad Internacional SEK, Quito, Ecuador; Digital School, Universidad Internacional SEK, Quito, Ecuador",2022 IEEE Sixth Ecuador Technical Chapters Meeting (ETCM),"9 Nov 2022","2022","","","1","5","This article presents an approach to managing an educational analytical system in a data lake. This solution covers higher education institutions' requirements for managing large volumes generated by their students and teachers. This work deals with the problem of the lack of organization when implementing a data lake due to the fact that there are no well-known or standardized methods for its administration. Our methodology proposes dividing the data lake into three zones: (1) landing tier, (2) staging tier, and (3) consumption tier, and transforming the data for each zone under the guidance of the Common Data Model and One Data Model. The main goal is to avoid the educational data lake from converting into a data swamp. This methodology was implemented at University as a case study over an open-source data lake environment. The results obtained figures that historical data analysis barriers are overcome thanks to the high capabilities of the data lake. In addition, this approach can be applied to other institutions with great flexibility, with commodity solutions, and regardless of the source data format.","","978-1-6654-8744-3","10.1109/ETCM56276.2022.9935751","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9935751","big data;common data model;data lake;education;HDFS;one data model","Data lakes;Analytical models;Data analysis;Standards organizations;Education;Organizations;Big Data applications","","1","","18","IEEE","9 Nov 2022","11-14 Oct. 2022","11-14 Oct. 2022","IEEE","IEEE Conferences"
"A Big Data Architecture for Heterogeneous Data in Precision Agriculture","A. George","Department of Computer Science, Alliance University, Bangalore, India",2022 13th International Conference on Computing Communication and Networking Technologies (ICCCNT),"26 Dec 2022","2022","","","1","5","The increase in human population has triggered the need to increase the agriculture production worldwide. At the same time climatic conditions, water scarcity and population growth are decreasing the arable land. Hence there is a need to evolve novel ways to improve agricultural produce while utilizing lesser resources. Precision Agriculture combines temporal, spatial, remote, and individual data along with decisions to enable specific automated actions on fields. Big Data is one of the central technologies used in precision farming to store, retrieve and process abstract information. In the article we propose a system, method to efficiently collate, store and process data from multiple sources on a Big Data system and validate the approach. The proposed system will build on the Hadoop framework.","","978-1-6654-5262-5","10.1109/ICCCNT54827.2022.9984478","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9984478","Big Data;Hadoop;Precision Agriculture;Remote Sensing","Sociology;Merging;Computer architecture;Production;Big Data;Agriculture;Sensors","","","","10","IEEE","26 Dec 2022","3-5 Oct. 2022","3-5 Oct. 2022","IEEE","IEEE Conferences"
"Research and Design of Traffic Information Processing Based on Hadoop Big Data Architecture","R. Niu","Tianjin University of Technology, Tianjin, China",2023 2nd International Conference on Artificial Intelligence and Autonomous Robot Systems (AIARS),"20 Oct 2023","2023","","","162","166","As the information resources in the field of transportation become more and more huge, the traditional processing methods can hardly support the needs of real-time computing, low-latency query and statistical analysis of massive data. In the paper, a design method of intelligent traffic information processing based on Hadoop big data architecture is proposed. By analyzing the application requirements and the current situation in the field of intelligent transportation, the paper investigates the computation mode combined with big data processing technology to collect, process, analyze and utilize multi-user requirements and large-scale and massive traffic data, and realize the sharing and common use of big data, as well as efficient and convenient storage methods and accurate computation methods. In order to provide personalized services to people in a dynamic, timely and accurate manner. The final construction of traffic management, travel reference, monitoring and criminal investigation and other comprehensive, multi-faceted intelligent traffic information processing system.","","979-8-3503-2435-8","10.1109/AIARS59518.2023.00039","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10285238","Big Data;Intelligent Transportation;Hadoop;HBase;Streaming Computing","Information resources;Statistical analysis;Transportation;Information processing;Computer architecture;Big Data;Real-time systems","","","","7","IEEE","20 Oct 2023","29-31 July 2023","29-31 July 2023","IEEE","IEEE Conferences"
"Open Data Lake to Support Machine Learning on Arctic Big Data","A. M. Olawoyin; C. K. Leung; A. Cuzzocrea","Department of Computer Science, University of Manitoba, Winnipeg, MB, Canada; Department of Computer Science, University of Manitoba, Winnipeg, MB, Canada; iDEA Lab University of Calabria, Rende, Italy",2021 IEEE International Conference on Big Data (Big Data),"13 Jan 2022","2021","","","5215","5224","The era of big data is evolving with the introduction of the data lake concept. While a data warehouse provides a well-structured model to manage big data, a data lake accepts data of any types and formats with or without schema and provides access to the data for diverse communities of users. A data lake provides flexible, agile, and scalable solution to manage the ever-increasing volume of big data we are witnessing in the world today, including many siloed data collected over the years by researchers through Arctic expeditions. In this paper, we present our conceptual model of a data lake for integrating the diverse huge amount of data collected by researchers during Arctic expedition. We also design a baseline metadata using a data-driven approach to manage the disparately huge structured, semi-structured, and unstructured data collected from the Arctic region. The resulting open data lake not only effectively manages big Arctic data but also supports machine learning on these big data.","","978-1-6654-3902-2","10.1109/BigData52589.2021.9671453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671453","big data;data management;data lake;open data;reusability;FAIR principle;CARE principle;Arctic data;Arctic expedition;machine learning;data mining","Renewable energy sources;Visual analytics;Machine learning;Production;Metadata;Lakes;Data warehouses","","23","","78","IEEE","13 Jan 2022","15-18 Dec. 2021","15-18 Dec. 2021","IEEE","IEEE Conferences"
"Finding Your Way Through the Jungle of Big Data Architectures","T. Priebe; S. Neumaier; S. Markus","Data Intelligence Research Group, St. Pölten University of Applied Sciences, Austria; Data Intelligence Research Group, St. Pölten University of Applied Sciences, Austria; Simplity AT GmbH, Vienna, Austria",2021 IEEE International Conference on Big Data (Big Data),"13 Jan 2022","2021","","","5994","5996","This paper presents a systematic review of common analytical data architectures based on DAMA-DMBOK and ArchiMate. The paper is work in progress and provides a first view on Gartner’s Logical Data Warehouse paradigm, Data Fabric and Dehghani’s Data Mesh proposal as well as their interdependencies. It furthermore sketches the way forward how this work can be extended by covering more architecture paradigms (incl. classic Data Warehouse, Data Vault, Data Lake, Lambda and Kappa architectures) and introducing a template with among others ""context"", ""problem"" and ""solution"" descriptions, leading ultimately to a pattern system providing guidance for choosing the right architecture paradigm for the right situation","","978-1-6654-3902-2","10.1109/BigData52589.2021.9671862","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671862","Data Architecture;Data Lake;Logical Data Warehouse;Data Fabric;Data Mesh","Systematics;Software design;Conferences;Computer architecture;Data warehouses;Big Data applications;Fabrics","","12","","14","IEEE","13 Jan 2022","15-18 Dec. 2021","15-18 Dec. 2021","IEEE","IEEE Conferences"
