"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Application of DataLink in Joint Operations","Q. Jia; Y. Gao; S. Wang; J. Ma","Information and Navigation College, Air Force Engineering University, Xi'an, China; Information and Navigation College, Air Force Engineering University, Xi'an, China; Information and Navigation College, Air Force Engineering University, Xi'an, China; Information and Navigation College, Air Force Engineering University, Xi'an, China","2024 International Conference on Intelligent Communication, Sensing and Electromagnetics (ICSE)","27 Feb 2025","2024","","","181","187","This article analyzes the application of data link technology in joint operations and its impact on modern warfare. DataLinks enhance the efficiency of information transmission, strengthen the ability of troops to coordinate operations, and improve the efficiency of situational awareness, command decision-making, and combat execution. The article discusses the classification, technical architecture of DataLink, and their key role in enhancing operational effectiveness, while also highlighting challenges such as security, interoperability, and the stability of information transmission. Finally, the article looks forward to the future development trends of data link technology, including the integration of artificial intelligence, the evolution of network-centric warfare, and the potential application of quantum communication technology, emphasizing the significant role of DataLink in promoting network-centric warfare and enhancing the effectiveness of joint operations.","","979-8-3503-5493-5","10.1109/ICSE63502.2024.10899048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10899048","Data Link Technology;Joint Operations;Information Transmission Stability;Operational Effectiveness","Accuracy;Decision making;Information processing;Real-time systems;Stability analysis;Security;Artificial intelligence;Underwater vehicles;Quantum communication;Edge computing","","","","8","IEEE","27 Feb 2025","27-29 Dec. 2024","27-29 Dec. 2024","IEEE","IEEE Conferences"
"Situation assessment via multi-target identification and classification in radar sensor networks","H. -S. T. Le; Q. Liang","Department of Electrical Engineering, University of Texas, Arlington, Arlington, TX, USA; Department of Electrical Engineering, University of Texas, Arlington, Arlington, TX, USA",MILCOM 2009 - 2009 IEEE Military Communications Conference,"15 Jan 2010","2009","","","1","6","DoD has defined three levels of data fusion for network centric warfare (NCW). Level 1 data fusion combines data from single or multiple sensors and sources to provide the best estimate of objects and events in the battlespace. Level 2 data fusion focuses on situation assessment. Level 3 data fusion is threat assessment. To facilitate situation assessment, we investigate the problem of jointly classifying and identifying multiple targets in radar sensor networks where the maximum number of categories and the maximum number of targets in each category are obtained a priori based on statistical data. However, the actual number of targets in each category and the actual number of target categories being present at any given time are assumed unknown. It is assumed that a given target belongs to one category and one identification number. The target signals are modeled as zero-mean complex Gaussian processes. We propose a joint multi-target identification and classification (JMIC) algorithm for radar surveillance using cognitive radars. The existing target categories are first classified and then the targets in each category are accordingly identified. Simulation results are presented to evaluate the feasibility and effectiveness of the proposed JMIC algorithm in a query surveillance region.","2155-7586","978-1-4244-5238-5","10.1109/MILCOM.2009.5379866","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5379866","Situation assessment;radar sensor networks;multiple target identification and classification;Gaussian process","Radar;Surveillance;Classification algorithms;Sensor fusion;Gaussian processes;Electronic mail;Signal processing;Terrorism;Dispersion;Humans","","7","","9","IEEE","15 Jan 2010","18-21 Oct. 2009","18-21 Oct. 2009","IEEE","IEEE Conferences"
"Segment Routing Based Traffic Scheduling for the Software-Defined Airborne Backbone Network","K. Chen; S. Zhao; N. Lv; W. Gao; X. Wang; X. Zou","School of Information and Navigation, Air Force Engineering University, Xi’an, China; School of Information and Navigation, Air Force Engineering University, Xi’an, China; School of Information and Navigation, Air Force Engineering University, Xi’an, China; School of Information and Navigation, Air Force Engineering University, Xi’an, China; School of Information and Navigation, Air Force Engineering University, Xi’an, China; School of Information and Navigation, Air Force Engineering University, Xi’an, China",IEEE Access,"12 Aug 2019","2019","7","","106162","106178","With the ubiquitous use of networking technologies in the military domain, network-centric warfare, which aims at improving the system of systems (SoS) capability, is a no-way-back trend of military development. Recently, it has become increasingly important to construct an airborne backbone network (ABN) to maintain coverage and provide reach-back to military units because the terrestrial networks cannot be flexibly deployed and have poor survivability. Given the advantages of software-defined networking (SDN), a software-defined airborne backbone network architecture (SD-ABN) is proposed for the ABN to ensure network flexibility, openness, interoperability, and evolvability. To meet the challenges of traffic management in SD-ABN, segment routing (SR) is applied with some practical modifications for the SD-ABN. Moreover, a network traffic scheduling algorithm termed MRP-TS is designed based on SD-ABN to improve the transmission reliability and bandwidth utilization by balancing network traffic to multiple reliable transmission paths. Relevant theories have been proposed and proved to illustrate the correctness of the algorithm. The network simulation experiments have been conducted using the network simulator EXata 5.1, and the simulation results validate the effectiveness of our proposals.","2169-3536","","10.1109/ACCESS.2019.2930229","National Natural Science Foundation of China(grant numbers:61472443,61701521); Natural Science Basic Research Program of Shanxi(grant numbers:2018JQ6074); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8767912","Airborne backbone network;software-defined networking;network architecture;segment routing;traffic scheduling","Network architecture;Interoperability;Robustness;Telecommunication traffic;Routing;Military aircraft","","19","","34","CCBY","22 Jul 2019","2019","","IEEE","IEEE Journals"
"A testbed for the development, demonstration and testing of information fusion systems","R. Hammett; M. Ferry","QinetiQ Limited, Farnborough, Hampshire, UK; QinetiQ Limited, Farnborough, Hampshire, UK",2005 7th International Conference on Information Fusion,"13 Feb 2006","2005","2","","7 pp.","","The provision of ever more capable sensors, the trend towards single seat operation and the move to Network Centric Warfare (NCW) is likely to result in mental overload for the combat aircraft pilot if the management of information is not addressed. The potential benefits of increased information availability will thus not be realized. This paper describes the design and development of an information fusion testbed (IFT) that provides a real-time synthetic environment in which to address data fusion and information management issues with the aim of enhancing mission performance. The requirements for the IFT are defined, followed by an overview of the resulting architecture. Some results, from an initial emitter location trial, and possible future applications for the IFT are described. The IFT employs a re-configurable, end-to-end systems approach to representing the information architecture on board a combat aircraft, depending upon the military questions to be answered.","","0-7803-9286-8","10.1109/ICIF.2005.1592033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1592033","Information fusion;testbed;High Level Architecture;real-time simulation;human in the loop trials","System testing;Aerospace electronics;Intelligent sensors;Sensor fusion;Information management;Sensor systems;Military aircraft;Humans;Intelligent control;Surveillance","","3","","5","IEEE","13 Feb 2006","25-28 July 2005","25-28 July 2005","IEEE","IEEE Conferences"
"A Decentralized Fusion Architecture Based on Geodetic Coordinate System for Naval Ships Cooperative Engagement","L. Duan; K. Feng; B. Luo; Y. -N. Li","College of Electronic and Engineering, Navy University of Engineering, Wuhan, China; College of Electronic and Engineering, Navy University of Engineering, Wuhan, China; College of Electronic and Engineering, Navy University of Engineering, Wuhan, China; College of Electronic and Engineering, Navy University of Engineering, Wuhan, China","2012 8th International Conference on Wireless Communications, Networking and Mobile Computing","14 Mar 2013","2012","","","1","4","Considering the design of data fusion architecture for naval ships cooperative engagement in wide sea battleground, first, the cooperative engagement information flow are analyzed from the technical and combat point of view. In addition, the advantage and disadvantage in different coordinate system are discussed in detail. According to the scientifically analyzed result, a decentralized fusion architecture based on geodetic coordinate system for naval ships was presented according to the concept of Network-Centric Warfare. To verify the correctness and effectiveness of the proposed fusion architecture, a simulation testbed is developed. The proposed architecture is applicable to the over-the-horizon cooperative engagement in the modern naval battle. It can effectively unify tracking and fusion algorithms in short range, intermediate range and long-distance circumstances and simplify the process of system information calculation, which also can provide the system with merits of scalability, robustness, modularity, adaptivity, and self-organization.","2161-9654","978-1-61284-683-5","10.1109/WiCOM.2012.6478279","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6478279","","Data integration;Sensor fusion;Marine vehicles;Filtering algorithms;Adaptation models","","","","12","IEEE","14 Mar 2013","21-23 Sept. 2012","21-23 Sept. 2012","IEEE","IEEE Conferences"
"A Study on a General Model of Information Fusion Networks","F. Lian; Q. Li; M. Fu; Y. Zhang","School of Computer Engineering and Science, Shanghai University, Shanghai, China; School of Computer Engineering and Science, Shanghai University, Shanghai, China; College of Information Science and Technology, Henan University of Technology, Henan, China; College of Information Science and Technology, Henan University of Technology, Henan, China",2008 IEEE Pacific-Asia Workshop on Computational Intelligence and Industrial Application,"20 Jan 2009","2008","1","","579","584","The goal of this paper is to find a general model of information fusion network that may prove useful in adapting information fusion to NCW (Network centric warfare) and coordinated development. Based on the OSI reference model, our study presents a layered model for information fusion that is integrated with a network’s function; likewise, we describe herein its topology structure. We were able to find a no-scaling function in the information fusion network by examining its structure function. We also propose an improved Barabási-Albert model for the information fusion network based on its strict demand for reliability and anti-attack. The results imply that the model possesses a realistic guide meaning for the design of the information fusion network. Moreover, it enables the developer to adequately utilize the existing resource.","","978-0-7695-3490-9","10.1109/PACIIA.2008.127","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4756626","Information fusion;Information Fusion Networks;Network Topology;General Model","Computer networks;Open systems;Feedback;Information technology;Weapons;Sensor fusion;Conferences;Computational intelligence;Computer industry;Application software","","1","","14","IEEE","20 Jan 2009","19-20 Dec. 2008","19-20 Dec. 2008","IEEE","IEEE Conferences"
"Distributed collaboration foundation","D. Snyder","Information & Cyberwarfare Technology Center, Northrop Grumman Corporation, Fort Wayne, IN, USA",2007 10th International Conference on Information Fusion,"26 Dec 2007","2007","","","1","2","The formalization of network centric warfare (NCW) signaled a new Department of Defense drive towards systems that could conceivably interact towards the accomplishment of a common goal. But the debate regarding NCW possibilities and practicalities in terms of existing and potential technologies highlight that much work is needed before the theortical NCW can be realized. The Information and Cyberwarfare Technology Center (ICTC) initiated the Distributed Sensor Web (DSW) independent research and development project to provide the war fighter with more realtime and accurate situational awarenessin today's dynamic, fast-paced operational environment. To facilitate the proposed degree of autonomous collaboration the Distributed Collaboration Foundation (DCF) was developed to enable large and small scale federation autonomous collaboration and adapation. Existing distributed approaches based on intelligent software agents and service-oriented architectures (SOA) provide reasonable foundations for distribution and operation of software components along with data exchanges but they do not provide a mechanism that supports component interaction in terms of decision making towards accomplishment of a common goal or adaptation. The DCF uses belief network models to represent the known and ""uncertain"" aspects of mission operational criteria and the respective operational environment.","","978-0-662-45804-3","10.1109/ICIF.2007.4408219","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4408219","","Collaboration;Intelligent agent;Service oriented architecture;Drives;Collaborative work;Large-scale systems;Intelligent sensors;Software agents;Intelligent robots;Hardware","","","","","","26 Dec 2007","9-12 July 2007","9-12 July 2007","IEEE","IEEE Conferences"
"Studying the complexities in distributed object tracking systems","J. Llinas","Industrial Engineering Depment Center for Multisource Information Fusion, University of Buffallo, Buffalo, NY, USA","SMC'03 Conference Proceedings. 2003 IEEE International Conference on Systems, Man and Cybernetics. Conference Theme - System Security and Assurance (Cat. No.03CH37483)","17 Nov 2003","2003","2","","2035","2041 vol.2","Tracking of moving objects based on multisensor input is a topic that has received considerable attention, and has been the subject of many papers. As Web-type capabilities have emerged, along with ever-improving wireless communications capabilities, coupled with the needs of various applications to include ""network-centric warfare"" on the part of the military, research on distributed multi-object, multi-sensor tracking has received some attention in recent years. However, the study of these distributed problems at the complete-architecture level, accounting for (among yet other factors) organizational information-sharing protocols, dynamic network topologies, mixes of stationary and moving sensors, complex object dynamics, equipment failure modes, node-specific tracking algorithms and data fusion algorithms, does not seem to have been addressed in any ""holistic"" way. This paper addresses these issues and describes an integrated testbed being developed at the University at Buffalo's Center for Multisource Information Fusion for the empirical study of these complex architectures involving, in essence, the interconnection of multiple systems.","1062-922X","0-7803-7952-7","10.1109/ICSMC.2003.1244711","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1244711","","Target tracking;Modems;Sensor fusion;Network topology;Algorithm design and analysis;Industrial engineering;Sensor systems;Wireless communication;Military communication;Protocols","","3","","23","IEEE","17 Nov 2003","8-8 Oct. 2003","8-8 Oct. 2003","IEEE","IEEE Conferences"
"A content and context-aware solution for network state exchange in tactical networks","R. Fronteddu; A. Morelli; E. Casini; N. Suri; B. Jalaian; L. Sadler","Florida Institute for Human & Machine Cognition (IHMC), Pensacola, FL, USA; Florida Institute for Human & Machine Cognition (IHMC), Pensacola, FL, USA; Florida Institute for Human & Machine Cognition (IHMC), Pensacola, FL, USA; Florida Institute for Human & Machine Cognition (IHMC), Pensacola, FL, USA; U.S. Army Research Laboratory (ARL), MD, USA; U.S. Army Research Laboratory (ARL), MD, USA",MILCOM 2017 - 2017 IEEE Military Communications Conference (MILCOM),"11 Dec 2017","2017","","","430","435","Efficient network communications are essential to enable network-centric warfare. However, tactical edge networks present an extremely challenging and heterogeneous networking environment due to heterogeneous architectures, dynamic topologies, unwanted adversarial behavior, interference, and other wireless channel conditions. In order to support end-user applications and guarantee system performance and interoperability in such constrained environments, it is critical to adapt the volume and type of traffic generated by applications to the continuously varying network conditions. To this end, we extended the Agile Computing Middleware (ACM) with capabilities specifically designed to provide network state detection and adaptation in constrained networks. In this paper, we present SENSEI (for Smart Estimation of Network StatE Information), a set of components of the ACM that provides effective strategies for the dissemination of network state information. SENSEI implements a content- and context-aware clustering-based algorithm for the distribution of network state information that can significantly reduce the overhead associated with network state information sharing.","2155-7586","978-1-5386-0595-0","10.1109/MILCOM.2017.8170825","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8170825","Computer network management;network state estimation;adaptive middleware;tactical networks;mobile ad hoc networks","Peer-to-peer computing;Monitoring;Protocols;Synthetic aperture sonar;Intelligent sensors;Middleware","","5","","11","IEEE","11 Dec 2017","23-25 Oct. 2017","23-25 Oct. 2017","IEEE","IEEE Conferences"
"Application of Bayesian reasoning for Military identification and classification","A. Bodenmüller","EADS Deutschland GmbH, CASSIDIAN, Ulm, Germany",2013 13th International Conference on Intellient Systems Design and Applications,"13 Oct 2014","2013","","","13","19","During the last decade a notable change of the requirements concerning situational awareness and network centric warfare operations of Naval and Ground Based Air Defense Systems can be recognized. Induced by the ongoing transformation process of the military forces and the changing security policy a set of additional sensors and information sensors is required to contribute to the tactical picture compilation. In the field of military target identification and classification many publications are known describing a data fusion process for typical military sensors and sources. Classical sensor equipment like IFF and ESM and sources like Flight Plans, Airspace Control Procedures, Identification by Origin and Link16 are well known and standardized how to be integrated into a Bayesian fusion process. These standardized sources will continue to be important information sources of the information fusion process. However further sensor types and information sources will contribute in the future to the information fusion process and will complete the Situational Awareness, especially in the context of asymmetric situations and semi-military missions. This paper gives an overview of our solution for the extension of the Bayesian identification process in order to establish a tactical picture for air, surface (naval) and land targets.","2164-7151","978-1-4799-3516-1","10.1109/ISDA.2013.6920747","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6920747","military target identification and classification;Situation Awareness;Bayes decision theory;AIS;NFFI","Support vector machine classification;Missiles;Military aircraft;Marine vehicles","","1","","9","IEEE","13 Oct 2014","8-10 Dec. 2013","8-10 Dec. 2013","IEEE","IEEE Conferences"
"2005 7th International Conference on Information Fusion (FUSION)","",,2005 7th International Conference on Information Fusion,"13 Feb 2006","2005","1","","","","The following topics are dealt with: stock tracking; distributed data fusion; Bayesian network; face recognition; MFR parameter control; sensor resolution; target manoeuvring; hyperspectral image resolution; hypothesis density filter; knowledge representation; biometric verification; network centric warfare; airport surveillance sensor; wireless sensor network; automotive safety application; remotely operated robot; wireless local area network; video computing; cellular network; Kalman filter; inertial navigation system; threat assessment.","","0-7803-9286-8","10.1109/ICIF.2005.1591817","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1591817","","","","2","","","IEEE","13 Feb 2006","25-28 July 2005","25-28 July 2005","IEEE","IEEE Conferences"
